Value
2439.992
2916.088
3659.988
20888.712
36451.100000000006
43771.076
53679.824
51329.100000000006
58619.32
63737.352
39129.14
19638.96
2586.034
3090.626
3879.051
22138.974
38632.825000000004
46390.927
56892.748
54401.325000000004
62127.89
67552.254
41471.155
20814.420000000002
2604.2380000000003
3112.382
3906.357
22294.818
38904.775
46717.489
57293.236000000004
54784.275
62565.229999999996
68027.77799999999
41763.085
20960.940000000002
2699.768
3226.552
4049.652
23112.647999999997
40331.9
48431.204000000005
59394.896
56793.9
64860.28
70523.208
43295.06
21729.84
2665.7380000000003
3185.882
3998.607
22821.318
39823.525
47820.739
58646.236000000004
56078.025
64042.729999999996
69634.27799999999
42749.335
21455.940000000002
2654.012
3171.868
3981.018
22720.931999999997
39648.350000000006
47610.386000000006
58388.264
55831.350000000006
63761.02
69327.972
42561.29
21361.56
2754.134
3291.5260000000003
4131.201
23578.073999999997
41144.075000000004
49406.477000000006
60590.948000000004
57937.575000000004
66166.39
71943.35399999999
44166.905
22167.420000000002
2941.996
3516.0440000000003
4412.994
25186.356
43950.55
52776.538
64723.912000000004
61889.55
70679.66
76850.67599999999
47179.57
23679.48
3026.538
3617.0820000000003
4539.807
25910.118
45213.525
54293.139
66583.836
63668.025
72710.73
79059.078
48535.335
24359.940000000002
2971.926
3551.8140000000003
4457.889
25442.586
44397.675
53313.453
65382.372
62519.175
71398.70999999999
77632.506
47659.545
23920.38
2941.176
3515.0640000000003
4411.764
25179.336
43938.3
52761.828
64705.872
61872.3
70659.95999999999
76829.256
47166.42
23672.88
2952.164
3528.196
4428.246
25273.404
44102.450000000004
52958.942
64947.608
62103.450000000004
70923.94
77116.284
47342.63
23761.32
3066.882
3665.2980000000002
4600.323
26255.501999999997
45816.225000000006
55016.87100000001
67471.404
64516.725000000006
73679.97
80112.942
49182.314999999995
24684.66
3168.398
3786.6220000000003
4752.597
27124.577999999998
47332.775
56837.969000000005
69704.75600000001
66652.27500000001
76118.83
82764.738
50810.284999999996
25501.74
3244.576
3877.664
4866.864
27776.735999999997
48470.8
58204.528000000006
71380.672
68254.8
77948.95999999999
84754.656
52031.92
26114.88
3348.634
4002.0260000000003
5022.951
28667.573999999997
50025.325000000004
60071.227000000006
73669.948
70443.825
80448.89
87472.85399999999
53700.655
26952.420000000002
3341.3360000000002
3993.304
5012.004
28605.095999999998
49916.3
59940.308000000005
73509.392
70290.3
80273.56
87282.216
53583.619999999995
26893.68
3440.9660000000003
4112.374
5161.449
29458.025999999998
51404.675
61727.573000000004
75701.25200000001
72386.175
82667.11
89884.746
55181.345
27695.58
3468.108
4144.812
5202.162
29690.388
51810.15
62214.474
76298.376
72957.15000000001
83319.18
90593.74799999999
55616.61
27914.04
